origem,tipo_origem,destino,tipo_destino,relacao,peso
Escala de Jouvet,ferramenta,Vent. Mecanica,biblioteca,direto,3
Escala de Katz,ferramenta,Dispositivos,biblioteca,complementar,2
Escala de Katz,ferramenta,Sinais Vitais,biblioteca,complementar,2
Escala de Katz,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala de Katz,ferramenta,Doencas,biblioteca,complementar,2
Escala de Katz,ferramenta,Protocolos,biblioteca,complementar,2
Escala de Katz,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala de Katz,ferramenta,Seguranca Paciente,biblioteca,direto,3
Escala de Katz,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala de Katz,ferramenta,Geriatria,biblioteca,direto,3
Escala de Lachs,ferramenta,Medicamentos,biblioteca,complementar,2
Escala de Lachs,ferramenta,Sinais Vitais,biblioteca,complementar,2
Escala de Lachs,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala de Lachs,ferramenta,Doencas,biblioteca,complementar,2
Escala de Lachs,ferramenta,Protocolos,biblioteca,complementar,2
Escala de Lachs,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala de Lachs,ferramenta,Seguranca Paciente,biblioteca,complementar,2
Escala de Lachs,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala de Lachs,ferramenta,Geriatria,biblioteca,direto,3
Escala LANSS,ferramenta,Medicamentos,biblioteca,direto,3
Escala LANSS,ferramenta,Sinais Vitais,biblioteca,complementar,2
Escala LANSS,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala LANSS,ferramenta,Doencas,biblioteca,direto,3
Escala LANSS,ferramenta,Protocolos,biblioteca,complementar,2
Escala LANSS,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,complementar,2
Escala LANSS,ferramenta,Seguranca Paciente,biblioteca,complementar,2
Escala LANSS,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala Lawton,ferramenta,Dispositivos,biblioteca,complementar,2
Escala Lawton,ferramenta,Sinais Vitais,biblioteca,complementar,2
Escala Lawton,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala Lawton,ferramenta,Doencas,biblioteca,complementar,2
Escala Lawton,ferramenta,Protocolos,biblioteca,complementar,2
Escala Lawton,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala Lawton,ferramenta,Seguranca Paciente,biblioteca,complementar,2
Escala Lawton,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala Lawton,ferramenta,Geriatria,biblioteca,direto,3
Escala Manchester,ferramenta,Sinais Vitais,biblioteca,direto,3
Escala Manchester,ferramenta,Exames Lab.,biblioteca,complementar,2
Escala Manchester,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala Manchester,ferramenta,Doencas,biblioteca,direto,3
Escala Manchester,ferramenta,Protocolos,biblioteca,direto,3
Escala Manchester,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala Manchester,ferramenta,Seguranca Paciente,biblioteca,direto,3
Escala Manchester,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala Manchester,ferramenta,Vent. Mecanica,biblioteca,direto,3
Escala MEEM,ferramenta,Sinais Vitais,biblioteca,complementar,2
Escala MEEM,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala MEEM,ferramenta,Doencas,biblioteca,complementar,2
Escala MEEM,ferramenta,Protocolos,biblioteca,complementar,2
Escala MEEM,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala MEEM,ferramenta,Seguranca Paciente,biblioteca,complementar,2
Escala MEEM,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala MEEM,ferramenta,Geriatria,biblioteca,direto,3
Escala MEEM,ferramenta,Pediatria/Neo.,biblioteca,direto,3
Escala MEOWS,ferramenta,Medicamentos,biblioteca,complementar,2
Escala MEOWS,ferramenta,Sinais Vitais,biblioteca,direto,3
Escala MEOWS,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala MEOWS,ferramenta,Doencas,biblioteca,direto,3
Escala MEOWS,ferramenta,Protocolos,biblioteca,direto,3
Escala MEOWS,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala MEOWS,ferramenta,Seguranca Paciente,biblioteca,direto,3
Escala MEOWS,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala MEOWS,ferramenta,Pediatria/Neo.,biblioteca,direto,3
Escala MEOWS,ferramenta,Vent. Mecanica,biblioteca,complementar,2
Escala MoCA,ferramenta,Sinais Vitais,biblioteca,complementar,2
Escala MoCA,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala MoCA,ferramenta,Doencas,biblioteca,direto,3
Escala MoCA,ferramenta,Protocolos,biblioteca,complementar,2
Escala MoCA,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala MoCA,ferramenta,Seguranca Paciente,biblioteca,complementar,2
Escala MoCA,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala MoCA,ferramenta,Geriatria,biblioteca,direto,3
Escala MoCA,ferramenta,Pediatria/Neo.,biblioteca,direto,3
Escala NEWS,ferramenta,Sinais Vitais,biblioteca,direto,3
Escala NEWS,ferramenta,Exames Lab.,biblioteca,complementar,2
Escala NEWS,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala NEWS,ferramenta,Doencas,biblioteca,direto,3
Escala NEWS,ferramenta,Protocolos,biblioteca,direto,3
Escala NEWS,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala NEWS,ferramenta,Seguranca Paciente,biblioteca,direto,3
Escala NEWS,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala NEWS,ferramenta,Vent. Mecanica,biblioteca,direto,3
Escala NIHSS,ferramenta,Sinais Vitais,biblioteca,direto,3
Escala NIHSS,ferramenta,Exames Lab.,biblioteca,complementar,2
Escala NIHSS,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala NIHSS,ferramenta,Doencas,biblioteca,direto,3
Escala NIHSS,ferramenta,Protocolos,biblioteca,direto,3
Escala NIHSS,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala NIHSS,ferramenta,Seguranca Paciente,biblioteca,direto,3
Escala NIHSS,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala NIHSS,ferramenta,Pediatria/Neo.,biblioteca,complementar,2
Escala NIHSS,ferramenta,Vent. Mecanica,biblioteca,direto,3
Escala NIPS,ferramenta,Medicamentos,biblioteca,complementar,2
Escala NIPS,ferramenta,Sinais Vitais,biblioteca,direto,3
Escala NIPS,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala NIPS,ferramenta,Doencas,biblioteca,complementar,2
Escala NIPS,ferramenta,Protocolos,biblioteca,complementar,2
Escala NIPS,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,complementar,2
Escala NIPS,ferramenta,Seguranca Paciente,biblioteca,complementar,2
Escala NIPS,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala NIPS,ferramenta,Pediatria/Neo.,biblioteca,direto,3
Escala NIPS,ferramenta,Vent. Mecanica,biblioteca,complementar,2
Escala Norton,ferramenta,Feridas,biblioteca,direto,3
Escala Norton,ferramenta,Curativos,biblioteca,direto,3
Escala Norton,ferramenta,Sinais Vitais,biblioteca,complementar,2
Escala Norton,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala Norton,ferramenta,Doencas,biblioteca,complementar,2
Escala Norton,ferramenta,Protocolos,biblioteca,direto,3
Escala Norton,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala Norton,ferramenta,Seguranca Paciente,biblioteca,direto,3
Escala Norton,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala Norton,ferramenta,Vent. Mecanica,biblioteca,complementar,2
Escala Numerica Dor,ferramenta,Medicamentos,biblioteca,complementar,2
Escala Numerica Dor,ferramenta,Feridas,biblioteca,complementar,2
Escala Numerica Dor,ferramenta,Curativos,biblioteca,complementar,2
Escala Numerica Dor,ferramenta,Sinais Vitais,biblioteca,direto,3
Escala Numerica Dor,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala Numerica Dor,ferramenta,Doencas,biblioteca,direto,3
Escala Numerica Dor,ferramenta,Protocolos,biblioteca,direto,3
Escala Numerica Dor,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala Numerica Dor,ferramenta,Seguranca Paciente,biblioteca,direto,3
Escala Numerica Dor,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala Numerica Dor,ferramenta,Geriatria,biblioteca,complementar,2
Escala Numerica Dor,ferramenta,Pediatria/Neo.,biblioteca,complementar,2
Escala Numerica Dor,ferramenta,Vent. Mecanica,biblioteca,complementar,2
Escala OFRAS,ferramenta,Sinais Vitais,biblioteca,complementar,2
Escala OFRAS,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala OFRAS,ferramenta,Doencas,biblioteca,complementar,2
Escala OFRAS,ferramenta,Protocolos,biblioteca,complementar,2
Escala OFRAS,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala OFRAS,ferramenta,Seguranca Paciente,biblioteca,direto,3
Escala OFRAS,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala OFRAS,ferramenta,Pediatria/Neo.,biblioteca,direto,3
Escala PAINAD,ferramenta,Medicamentos,biblioteca,complementar,2
Escala PAINAD,ferramenta,Feridas,biblioteca,complementar,2
Escala PAINAD,ferramenta,Curativos,biblioteca,complementar,2
Escala PAINAD,ferramenta,Sinais Vitais,biblioteca,complementar,2
Escala PAINAD,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala PAINAD,ferramenta,Doencas,biblioteca,direto,3
Escala PAINAD,ferramenta,Protocolos,biblioteca,complementar,2
Escala PAINAD,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,complementar,2
Escala PAINAD,ferramenta,Seguranca Paciente,biblioteca,complementar,2
Escala PAINAD,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala PAINAD,ferramenta,Geriatria,biblioteca,direto,3
Escala PAINAD,ferramenta,Pediatria/Neo.,biblioteca,direto,3
Escala PELOD,ferramenta,Medicamentos,biblioteca,direto,3
Escala PELOD,ferramenta,Dispositivos,biblioteca,complementar,2
Escala PELOD,ferramenta,Sinais Vitais,biblioteca,direto,3
Escala PELOD,ferramenta,Exames Lab.,biblioteca,direto,3
Escala PELOD,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala PELOD,ferramenta,Doencas,biblioteca,direto,3
Escala PELOD,ferramenta,Protocolos,biblioteca,direto,3
Escala PELOD,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala PELOD,ferramenta,Seguranca Paciente,biblioteca,direto,3
Escala PELOD,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala PELOD,ferramenta,Pediatria/Neo.,biblioteca,direto,3
Escala PELOD,ferramenta,Vent. Mecanica,biblioteca,direto,3
Escala PEWS,ferramenta,Medicamentos,biblioteca,complementar,2
Escala PEWS,ferramenta,Sinais Vitais,biblioteca,direto,3
Escala PEWS,ferramenta,Exames Lab.,biblioteca,complementar,2
Escala PEWS,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala PEWS,ferramenta,Doencas,biblioteca,direto,3
Escala PEWS,ferramenta,Protocolos,biblioteca,direto,3
Escala PEWS,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala PEWS,ferramenta,Seguranca Paciente,biblioteca,direto,3
Escala PEWS,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala PEWS,ferramenta,Geriatria,biblioteca,direto,3
Escala PEWS,ferramenta,Vent. Mecanica,biblioteca,direto,3
Classif. Perroca (SCP),ferramenta,Medicamentos,biblioteca,complementar,2
Classif. Perroca (SCP),ferramenta,Dispositivos,biblioteca,complementar,2
Classif. Perroca (SCP),ferramenta,Feridas,biblioteca,complementar,2
Classif. Perroca (SCP),ferramenta,Curativos,biblioteca,complementar,2
Classif. Perroca (SCP),ferramenta,Sinais Vitais,biblioteca,direto,3
Classif. Perroca (SCP),ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Classif. Perroca (SCP),ferramenta,Doencas,biblioteca,complementar,2
Classif. Perroca (SCP),ferramenta,Protocolos,biblioteca,direto,3
Classif. Perroca (SCP),ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Classif. Perroca (SCP),ferramenta,Seguranca Paciente,biblioteca,direto,3
Classif. Perroca (SCP),ferramenta,Legislacao/CLT,biblioteca,direto,3
Classif. Perroca (SCP),ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Classif. Perroca (SCP),ferramenta,Bloco Operat.,biblioteca,complementar,2
Classif. Perroca (SCP),ferramenta,Vent. Mecanica,biblioteca,complementar,2
Escala PRISM,ferramenta,Medicamentos,biblioteca,direto,3
Escala PRISM,ferramenta,Dispositivos,biblioteca,complementar,2
Escala PRISM,ferramenta,Sinais Vitais,biblioteca,direto,3
Escala PRISM,ferramenta,Exames Lab.,biblioteca,direto,3
Escala PRISM,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala PRISM,ferramenta,Doencas,biblioteca,direto,3
Escala PRISM,ferramenta,Protocolos,biblioteca,direto,3
Escala PRISM,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala PRISM,ferramenta,Seguranca Paciente,biblioteca,direto,3
Escala PRISM,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala PRISM,ferramenta,Pediatria/Neo.,biblioteca,direto,3
Escala PRISM,ferramenta,Vent. Mecanica,biblioteca,direto,3
Escala qSOFA,ferramenta,Medicamentos,biblioteca,direto,3
Escala qSOFA,ferramenta,Sinais Vitais,biblioteca,direto,3
Escala qSOFA,ferramenta,Exames Lab.,biblioteca,complementar,2
Escala qSOFA,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala qSOFA,ferramenta,Doencas,biblioteca,direto,3
Escala qSOFA,ferramenta,Protocolos,biblioteca,direto,3
Escala qSOFA,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala qSOFA,ferramenta,Seguranca Paciente,biblioteca,direto,3
Escala qSOFA,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala qSOFA,ferramenta,Vent. Mecanica,biblioteca,direto,3
Escala Ramsay,ferramenta,Medicamentos,biblioteca,direto,3
Escala Ramsay,ferramenta,Sinais Vitais,biblioteca,direto,3
Escala Ramsay,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala Ramsay,ferramenta,Doencas,biblioteca,complementar,2
Escala Ramsay,ferramenta,Protocolos,biblioteca,complementar,2
Escala Ramsay,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala Ramsay,ferramenta,Seguranca Paciente,biblioteca,direto,3
Escala Ramsay,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala Ramsay,ferramenta,Pediatria/Neo.,biblioteca,complementar,2
Escala Ramsay,ferramenta,Saude Mental,biblioteca,direto,3
Escala Ramsay,ferramenta,Vent. Mecanica,biblioteca,direto,3
Rancho Los Amigos,ferramenta,Sinais Vitais,biblioteca,complementar,2
Rancho Los Amigos,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Rancho Los Amigos,ferramenta,Doencas,biblioteca,direto,3
Rancho Los Amigos,ferramenta,Protocolos,biblioteca,complementar,2
Rancho Los Amigos,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Rancho Los Amigos,ferramenta,Seguranca Paciente,biblioteca,complementar,2
Rancho Los Amigos,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Rancho Los Amigos,ferramenta,Pediatria/Neo.,biblioteca,direto,3
Rancho Los Amigos,ferramenta,Vent. Mecanica,biblioteca,complementar,2
Escala Richmond (RASS),ferramenta,Medicamentos,biblioteca,direto,3
Escala Richmond (RASS),ferramenta,Sinais Vitais,biblioteca,direto,3
Escala Richmond (RASS),ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala Richmond (RASS),ferramenta,Doencas,biblioteca,complementar,2
Escala Richmond (RASS),ferramenta,Protocolos,biblioteca,complementar,2
Escala Richmond (RASS),ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala Richmond (RASS),ferramenta,Seguranca Paciente,biblioteca,direto,3
Escala Richmond (RASS),ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala Richmond (RASS),ferramenta,Pediatria/Neo.,biblioteca,complementar,2
Escala Richmond (RASS),ferramenta,Saude Mental,biblioteca,direto,3
Escala Richmond (RASS),ferramenta,Vent. Mecanica,biblioteca,direto,3
Escala SAPS III,ferramenta,Medicamentos,biblioteca,direto,3
Escala SAPS III,ferramenta,Dispositivos,biblioteca,complementar,2
Escala SAPS III,ferramenta,Sinais Vitais,biblioteca,direto,3
Escala SAPS III,ferramenta,Exames Lab.,biblioteca,direto,3
Escala SAPS III,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala SAPS III,ferramenta,Doencas,biblioteca,direto,3
Escala SAPS III,ferramenta,Protocolos,biblioteca,direto,3
Escala SAPS III,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala SAPS III,ferramenta,Seguranca Paciente,biblioteca,direto,3
Escala SAPS III,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala SAPS III,ferramenta,Vent. Mecanica,biblioteca,direto,3
Silverman Anderson,ferramenta,Sinais Vitais,biblioteca,direto,3
Silverman Anderson,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Silverman Anderson,ferramenta,Doencas,biblioteca,complementar,2
Silverman Anderson,ferramenta,Protocolos,biblioteca,complementar,2
Silverman Anderson,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Silverman Anderson,ferramenta,Seguranca Paciente,biblioteca,complementar,2
Silverman Anderson,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Silverman Anderson,ferramenta,Pediatria/Neo.,biblioteca,direto,3
Silverman Anderson,ferramenta,Vent. Mecanica,biblioteca,complementar,2
Escala Tinetti (POMA),ferramenta,Medicamentos,biblioteca,complementar,2
Escala Tinetti (POMA),ferramenta,Dispositivos,biblioteca,complementar,2
Escala Tinetti (POMA),ferramenta,Sinais Vitais,biblioteca,complementar,2
Escala Tinetti (POMA),ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala Tinetti (POMA),ferramenta,Doencas,biblioteca,complementar,2
Escala Tinetti (POMA),ferramenta,Protocolos,biblioteca,complementar,2
Escala Tinetti (POMA),ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala Tinetti (POMA),ferramenta,Seguranca Paciente,biblioteca,direto,3
Escala Tinetti (POMA),ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala Tinetti (POMA),ferramenta,Geriatria,biblioteca,direto,3
Escala Wood Downes,ferramenta,Sinais Vitais,biblioteca,direto,3
Escala Wood Downes,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala Wood Downes,ferramenta,Doencas,biblioteca,complementar,2
Escala Wood Downes,ferramenta,Protocolos,biblioteca,complementar,2
Escala Wood Downes,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala Wood Downes,ferramenta,Seguranca Paciente,biblioteca,complementar,2
Escala Wood Downes,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala Wood Downes,ferramenta,Pediatria/Neo.,biblioteca,direto,3
Escala Wood Downes,ferramenta,Vent. Mecanica,biblioteca,complementar,2
Escala Zarit,ferramenta,Medicamentos,biblioteca,complementar,2
Escala Zarit,ferramenta,Anatomia/Fisiol.,biblioteca,complementar,2
Escala Zarit,ferramenta,Doencas,biblioteca,direto,3
Escala Zarit,ferramenta,Protocolos,biblioteca,complementar,2
Escala Zarit,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala Zarit,ferramenta,Seguranca Paciente,biblioteca,complementar,2
Escala Zarit,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala Zarit,ferramenta,Geriatria,biblioteca,direto,3
Escala Zarit,ferramenta,Pediatria/Neo.,biblioteca,direto,3
Insulina U-100,medicamento,seringa-insulina-1ml,dispositivo,preferencial,3
Insulina U-100,medicamento,seringa-3ml-luerlock,dispositivo,evitar,1
Insulina U-100,medicamento,seringa-5ml-luerlock,dispositivo,evitar,1
Irrigação/enteral (grande volume),medicamento,seringa-60ml-irrigation,dispositivo,preferencial,3
assepsia,objeto,antissepsia,objeto,relacionado,2
assepsia,objeto,esterilizacao,objeto,relacionado,2
assepsia,objeto,desinfeccao,objeto,relacionado,2
assepsia,objeto,puncao-venosa,objeto,relacionado,2
assepsia,objeto,protocolo-sepse,objeto,relacionado,2
calculadora-imc,objeto,escala-braden,objeto,relacionado,2
calculadora-imc,objeto,diabetes,objeto,relacionado,2
calculadora-imc,objeto,hipertensao,objeto,relacionado,2
calculadora-imc,objeto,calculadora-superficie-corporal,objeto,relacionado,2
caso-sepse-01,objeto,sepse,objeto,relacionado,2
caso-sepse-01,objeto,protocolo-sepse,objeto,relacionado,2
caso-sepse-01,objeto,escala-sofa,objeto,relacionado,2
caso-sepse-01,objeto,ceftriaxona,objeto,relacionado,2
caso-sepse-01,objeto,vancomicina,objeto,relacionado,2
ceftriaxona,objeto,sepse,objeto,relacionado,2
ceftriaxona,objeto,pneumonia,objeto,relacionado,2
ceftriaxona,objeto,meningite,objeto,relacionado,2
ceftriaxona,objeto,infeccao-urinaria,objeto,relacionado,2
ceftriaxona,objeto,vancomicina,objeto,relacionado,2
ceftriaxona,objeto,metronidazol,objeto,relacionado,2
ceftriaxona,objeto,protocolo-sepse,objeto,relacionado,2
ceftriaxona,objeto,seringa-20ml-luer-lock,objeto,relacionado,2
ceftriaxona,objeto,soro-fisiologico,objeto,relacionado,2
ceftriaxona,objeto,agulha-21g,objeto,relacionado,2
escala-braden,objeto,nanda-00046,objeto,relacionado,2
escala-braden,objeto,noc-0401,objeto,relacionado,2
escala-braden,objeto,nic-2300,objeto,relacionado,2
escala-braden,objeto,ulcera-pressao-estagio-2,objeto,relacionado,2
escala-braden,objeto,curativo-transparente,objeto,relacionado,2
escala-braden,objeto,protocolo-prevencao-up,objeto,relacionado,2
escala-braden,objeto,calculadora-imc,objeto,relacionado,2
filtracao-glomerular,objeto,creatinina,objeto,relacionado,2
filtracao-glomerular,objeto,clearance-creatinina,objeto,relacionado,2
filtracao-glomerular,objeto,insuficiencia-renal,objeto,relacionado,2
filtracao-glomerular,objeto,diabetes,objeto,relacionado,2
filtracao-glomerular,objeto,hipertensao,objeto,relacionado,2
flebite,objeto,puncao-venosa,objeto,relacionado,2
flebite,objeto,cateter-22g,objeto,relacionado,2
flebite,objeto,escala-flebite,objeto,relacionado,2
flebite,objeto,ceftriaxona,objeto,relacionado,2
flebite,objeto,heparina,objeto,relacionado,2
hemograma,objeto,sepse,objeto,relacionado,2
hemograma,objeto,anemia,objeto,relacionado,2
hemograma,objeto,leucemia,objeto,relacionado,2
hemograma,objeto,protocolo-sepse,objeto,relacionado,2
hemograma,objeto,ceftriaxona,objeto,relacionado,2
musculo-deltoide,objeto,agulha-25g,objeto,relacionado,2
musculo-deltoide,objeto,vacina-bcg,objeto,relacionado,2
musculo-deltoide,objeto,imunizacao,objeto,relacionado,2
musculo-deltoide,objeto,plexo-braquial,objeto,relacionado,2
musculo-deltoide,objeto,articulacao-ombro,objeto,relacionado,2
nanda-00046,objeto,nic-2300,objeto,relacionado,2
nanda-00046,objeto,noc-0401,objeto,relacionado,2
nanda-00046,objeto,punção-venosa,objeto,relacionado,2
nanda-00046,objeto,agulha-21g,objeto,relacionado,2
nanda-00046,objeto,cateter-22g,objeto,relacionado,2
nanda-00046,objeto,escala-flebite,objeto,relacionado,2
nanda-00046,objeto,curativo-transparente,objeto,relacionado,2
necrose,objeto,sepse,objeto,relacionado,2
necrose,objeto,infarto,objeto,relacionado,2
necrose,objeto,gangrena,objeto,relacionado,2
necrose,objeto,flebite,objeto,relacionado,2
necrose,objeto,ischemia,objeto,relacionado,2
nic-2312,objeto,nanda-00046,objeto,relacionado,2
nic-2312,objeto,nanda-00125,objeto,relacionado,2
nic-2312,objeto,noc-2301,objeto,relacionado,2
nic-2312,objeto,noc-0401,objeto,relacionado,2
nic-2312,objeto,ceftriaxona,objeto,relacionado,2
nic-2312,objeto,heparina,objeto,relacionado,2
nic-2312,objeto,insulina,objeto,relacionado,2
nic-2312,objeto,seringa-20ml-luer-lock,objeto,relacionado,2
nic-2312,objeto,agulha-21g,objeto,relacionado,2
nic-2312,objeto,protocolo-administracao-ev,objeto,relacionado,2
noc-0401,objeto,nanda-00046,objeto,relacionado,2
noc-0401,objeto,nic-2300,objeto,relacionado,2
noc-0401,objeto,nic-2312,objeto,relacionado,2
noc-0401,objeto,escala-braden,objeto,relacionado,2
noc-0401,objeto,ulcera-pressao-estagio-2,objeto,relacionado,2
noc-0401,objeto,curativo-transparente,objeto,relacionado,2
nove-certos,objeto,nic-2312,objeto,relacionado,2
nove-certos,objeto,administracao-medicamentos,objeto,relacionado,2
nove-certos,objeto,heparina,objeto,relacionado,2
nove-certos,objeto,insulina,objeto,relacionado,2
nove-certos,objeto,noradrenalina,objeto,relacionado,2
pressao-arterial,objeto,sepse,objeto,relacionado,2
pressao-arterial,objeto,choque,objeto,relacionado,2
pressao-arterial,objeto,hipertensao,objeto,relacionado,2
pressao-arterial,objeto,protocolo-sepse,objeto,relacionado,2
pressao-arterial,objeto,noradrenalina,objeto,relacionado,2
pressao-arterial,objeto,escala-news2,objeto,relacionado,2
protocolo-sepse,objeto,sepse,objeto,relacionado,2
protocolo-sepse,objeto,escala-sofa,objeto,relacionado,2
protocolo-sepse,objeto,escala-qsofa,objeto,relacionado,2
protocolo-sepse,objeto,ceftriaxona,objeto,relacionado,2
protocolo-sepse,objeto,vancomicina,objeto,relacionado,2
protocolo-sepse,objeto,noradrenalina,objeto,relacionado,2
protocolo-sepse,objeto,cateter-central,objeto,relacionado,2
puncao-venosa,objeto,seringa-20ml-luer-lock,objeto,relacionado,2
puncao-venosa,objeto,agulha-21g,objeto,relacionado,2
puncao-venosa,objeto,cateter-22g,objeto,relacionado,2
puncao-venosa,objeto,equipo-macrogotas,objeto,relacionado,2
puncao-venosa,objeto,heparina,objeto,relacionado,2
puncao-venosa,objeto,escala-flebite,objeto,relacionado,2
puncao-venosa,objeto,curativo-transparente,objeto,relacionado,2
resolucao-cofen-588,objeto,nic-2312,objeto,relacionado,2
resolucao-cofen-588,objeto,administracao-medicamentos,objeto,relacionado,2
resolucao-cofen-588,objeto,puncao-venosa,objeto,relacionado,2
resolucao-cofen-588,objeto,protocolo-sepse,objeto,relacionado,2
sepse,objeto,protocolo-sepse,objeto,relacionado,2
sepse,objeto,escala-sofa,objeto,relacionado,2
sepse,objeto,escala-qsofa,objeto,relacionado,2
sepse,objeto,escala-news2,objeto,relacionado,2
sepse,objeto,ceftriaxona,objeto,relacionado,2
sepse,objeto,vancomicina,objeto,relacionado,2
sepse,objeto,noradrenalina,objeto,relacionado,2
sepse,objeto,heparina,objeto,relacionado,2
sepse,objeto,cateter-central,objeto,relacionado,2
sepse,objeto,seringa-20ml-luer-lock,objeto,relacionado,2
sepse,objeto,soro-fisiologico,objeto,relacionado,2
sepse,objeto,punção-venosa,objeto,relacionado,2
sepse,objeto,hemocultura,objeto,relacionado,2
sepse,objeto,lactato,objeto,relacionado,2
sepse,objeto,creatinina,objeto,relacionado,2
